nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002957	Nadeem Saifi	\N	\N	composer,soundtrack,music_department	tt0119861,tt0102825,tt0117437,tt0307873
nm0002958	Stephen Maynard	\N	\N	sound_department	tt0076704
nm0002959	Stephen Maynard	\N	\N	producer,miscellaneous	tt0112758,tt0251446,tt0143166,tt0114367
nm0002960	Julio Iglesias	1943	\N	soundtrack,actor,composer	tt0081146,tt0065178,tt1340800,tt0095675
nm0002961	Frances Burroughs	\N	\N	producer,miscellaneous,production_designer	tt0420098,tt0331207,tt0331449,tt0331074
nm0002962	Alex Corven	\N	\N	producer,location_management,production_manager	tt0265086,tt5540188,tt3505662,tt0320661
nm0002963	Luc Chalifour	1961	\N	director,assistant_director	tt0115326,tt0250750,tt0172057,tt0205737
nm0002964	John Covert	\N	\N	producer,actor,director	tt0298551,tt0217143,tt0177350,tt0249402
nm0002965	Curran G. Engel	1963	2016	miscellaneous,assistant_director,producer	tt0364083,tt0106469,tt0116683,tt0113957
nm0002966	Jonathan Figg	1975	\N	writer,producer,director	tt0212829,tt6467466,tt3489302,tt0275236
nm0002967	Flip Filippelli	1973	\N	art_department,art_director,miscellaneous	tt1079360,tt0116670,tt0115151,tt0447999
nm0002968	Derubín Jácome	1948	\N	art_director,production_designer,costume_designer	tt0089288,tt0092761,tt0140422,tt0178266
nm0002969	Dina Lipton	\N	\N	production_designer,art_department,art_director	tt0206314,tt0113749,tt1333125,tt0124198
nm0002970	Ray Melendez	1976	\N	miscellaneous,camera_department,actor	tt0248760,tt0212346,tt0295498,tt1709165
nm0002971	Ángel Mena	1975	\N	producer,director,writer	tt0122419,tt0217907
nm0002972	Henric Nieminen	\N	\N	miscellaneous,producer,director	tt0141926,tt0219699,tt0408790,tt0349710
nm0002973	Lev L. Spiro	\N	\N	director,sound_department,actor	tt1442437,tt2372162,tt5540054,tt0367279
nm0002974	Clay Walker	1968	\N	editor,editorial_department,cinematographer	tt0217220,tt0102034,tt0217818,tt0405839
nm0002975	Evi Quaid	1963	\N	producer,director,actress	tt0099286,tt1913145,tt0167110,tt0109514
nm0002976	Kevin Mukherji	1962	\N	actor,producer,director	tt0117202,tt2427150,tt0433116,tt0362227
nm0002977	J. Keith van Straaten	1971	\N	actor,miscellaneous,producer	tt0836827,tt0072331,tt6966758,tt0264235
nm0002978	Florian Gärtner	1968	\N	director,writer,actor	tt1087833,tt0806910,tt0366767,tt0166581
nm0002979	Lynn Guthrie	1941	\N	assistant_director,production_manager,producer	tt0068149,tt0074464,tt0092319,tt0102070
nm0002980	Shirley Walker	1945	2006	music_department,composer,soundtrack	tt0099422,tt0116225,tt0099365,tt0111503
nm0002981	Fredrik Agetoft	1971	\N	writer,miscellaneous,script_department	tt4473482,tt0385405,tt0185112,tt1245088
nm0002982	Victoria Arch	\N	\N	writer,director,producer	tt0361912,tt0338096,tt3744264,tt0426406
nm0002983	Stephen Peters	1947	\N	writer,actor	tt0114973,tt0099606,tt0120890,tt2100602
nm0002984	Richard Hissong	1947	\N	cinematographer,camera_department,executive	tt0346222,tt0108778,tt0131675,tt0075584
nm0002985	Mari Weiss	\N	\N	actress,miscellaneous	tt3205802,tt0366548,tt0321777,tt0804503
nm0002986	Howard Young	1967	\N	producer,miscellaneous,production_manager	tt0120179,tt0317919,tt2097307,tt0277296
nm0002987	Bram Eisenthal	\N	\N	miscellaneous	tt0114367,tt0184858,tt0127640,tt0120662
nm0002988	Mark Lambert Bristol	1969	\N	art_department,director,writer	tt2381249,tt5707408,tt0120863,tt4912910
nm0002989	Andrew Stevens	1955	\N	actor,producer,director	tt0190138,tt0144117,tt0233142,tt0237572
nm0002990	Dianah Wynter	1965	\N	director,miscellaneous,actress	tt1267434,tt0208228,tt0200353,tt0248655
nm0002991	Jill Robertson	\N	\N	director,producer,miscellaneous	tt0363378,tt0119535,tt6160506,tt0117951
nm0002992	Jeff Economy	1965	\N	camera_department,producer,cinematographer	tt0180459,tt0180699,tt0381938,tt0180387
nm0002993	Aleksandr Lokshin	1920	1987	composer,actor	tt0049191,tt0146363,tt3069768,tt0167420
nm0002994	Kevin McCarthy	1914	2010	actor,soundtrack	tt0077745,tt0093260,tt0098546,tt0049366
nm0002995	Dwayne Grady	\N	\N	art_department,miscellaneous	tt0120201,tt1839492,tt0212346,tt0387808
nm0002996	Shawn K. Clement	1968	\N	composer,music_department,soundtrack	tt1727385,tt0118276,tt0312305,tt0216746
nm0002997	Greg Orrante	1962	\N	sound_department,producer	tt0460649,tt0103488,tt0170884,tt0098793
nm0002998	Kenneth Hughes	\N	\N	actor,producer,director	tt0399201,tt1773389,tt1745959,tt5634962
nm0002999	Richard S. Wright	1960	\N	producer,production_manager,assistant_director	tt3717252,tt1189340,tt6850820,tt1655441
nm0003000	Alon Bar	1966	\N	writer,producer,assistant_director	tt0218190,tt0221184,tt0219467,tt1951234
nm0003001	Shelly Lyons	\N	\N	actress,director,writer	tt0218058,tt0123615,tt3923098,tt5627626
nm0003002	Sergei Karnet	\N	\N	production_designer,set_decorator	tt0100521,tt0218306,tt0102851,tt0094371
nm0003003	Ron Gilbert	\N	\N	actor,producer,casting_department	tt0114814,tt4125630,tt1814790,tt0805669
nm0003004	Charlene Amateau	\N	\N	costume_department	tt0903657,tt2304933
nm0003005	Gary Lionelli	\N	\N	composer,music_department,soundtrack	tt3279124,tt0288045,tt5275892,tt1578887
nm0003006	Anita Finlay	\N	\N	actress	tt0402711,tt4011494,tt0218390,tt1219024
nm0003007	Velimir Kovacic	1972	\N	cinematographer	tt0269144,tt0221250,tt0218114,tt0196745
nm0003008	Liz Kivowitz	\N	\N	producer,miscellaneous	tt0218447,tt0231043,tt0307848,tt0214490
nm0003009	Keith Clark	\N	\N	editorial_department,producer,editor	tt4457008,tt3168230,tt0363463,tt0218549
nm0003010	Gary Tuck	\N	\N	producer,production_manager,camera_department	tt5862454,tt1034303,tt0112067,tt0301390
nm0003011	Dariusz Wolski	1956	\N	cinematographer,camera_department,assistant_director	tt3659388,tt1446714,tt0408236,tt0112740
nm0003012	Michael Creighton Rogers	1963	\N	music_department,producer,actor	tt1856107,tt0438486,tt0892082,tt4994716
nm0003013	Jay Nierenberg	1966	\N	sound_department,actor,editorial_department	tt0232500,tt0109444,tt0105690,tt0106977
nm0003014	Peter Agnew	1960	\N	assistant_director,location_management,camera_department	tt0112573,tt0327679,tt0107207,tt2234003
nm0003015	Shannon Denton	\N	\N	art_department,producer,writer	tt1911637,tt0416779,tt0268397,tt5419200
nm0003016	John Gilbert	\N	\N	editor,producer,writer	tt0120737,tt0412080,tt2119532,tt6306064
nm0003017	Lori Elberg	1975	\N	editorial_department,editor,casting_department	tt0482960,tt0131597,tt2791166,tt1357107
nm0003018	Barbara Haberecht	\N	\N	set_decorator,art_department,production_designer	tt0758745,tt0166924,tt0306414,tt0375063
nm0003020	Kathleen Higgins	\N	\N	miscellaneous,script_department,assistant_director	tt1663202,tt0150377,tt3829266,tt1431045
nm0003021	Chris McKay	\N	\N	director,producer,editor	tt1490017,tt0476922,tt4116284,tt1691338
nm0003022	Lee Rose	\N	\N	director,producer,writer	tt0844441,tt5171438,tt3609352
nm0003023	Jesse Ray Boehm	\N	\N	miscellaneous,writer,director	tt0186566,tt0146675,tt0199729,tt0196573
nm0003024	Roberto Cimatti	1954	\N	cinematographer,camera_department,producer	tt1351672,tt1176439,tt0483206,tt1951299
nm0003025	Michael Halstead	\N	\N	actor	tt0182306,tt0119608
nm0003026	Steven Griffith	\N	\N	actor	tt0407095,tt0094484,tt0109830,tt0107889
nm0003027	Néstor Sanz	1957	\N	cinematographer,actor,director	tt0245067,tt0104900,tt0106382,tt0106217
nm0003028	Rodrigo Botero	\N	\N	actor,writer,producer	tt0139669,tt0113041,tt0112112,tt4761100
nm0003029	Isabelle Broué	1968	\N	director,miscellaneous,writer	tt0212058,tt0378898,tt0212444,tt5285048
nm0003030	Rosa Maria Sardà	1941	\N	actress,director,soundtrack	tt0158030,tt0277578,tt1067128,tt0185125
nm0003031	Caroline Thompson	1956	\N	writer,producer,director	tt0121164,tt0101272,tt0107688,tt0099487
nm0003032	Bob Ducsay	\N	\N	editor,producer,sound_department	tt2527336,tt0831387,tt1046173,tt1276104
nm0003033	Aaron Weintraub	1975	\N	visual_effects,editor,sound_department	tt2023587,tt1053424,tt0377713,tt1663662
nm0003034	John Stewart	\N	\N	cinematographer,editor,director	tt0173693,tt0218824,tt0173874,tt0173746
nm0003035	Frank Morrone	\N	\N	sound_department,music_department,producer	tt0411008,tt0162661,tt0092329,tt0117438
nm0003036	Dave Fallon	\N	\N	sound_department	tt0414775,tt0294175,tt0320850,tt0166458
nm0003037	Egidio Tari	1968	\N	actor	tt0963194,tt0233052,tt3148266,tt1694893
nm0003038	Daniel E. Teaze	\N	\N	camera_department,visual_effects	tt0119654,tt0277296,tt0120647,tt0116629
nm0003039	Alan Ari Lazar	1967	\N	composer,music_department,soundtrack	tt0802948,tt0257019,tt0783532,tt8510488
nm0003040	Rick Sander	1970	\N	visual_effects,assistant_director,miscellaneous	tt0119094,tt0120461,tt0271367,tt0120844
nm0003041	John Johns	1963	\N	camera_department,visual_effects,miscellaneous	tt0183523,tt0289992,tt0390022,tt0882977
nm0003042	Karl Heinz Knippenberg	\N	\N	production_manager,producer,writer	tt0103432,tt0091917,tt0071460,tt0806910
nm0003043	Alexander Gradet	1976	\N	writer,producer,actor	tt0461770,tt0268380,tt0206388,tt4669538
nm0003044	Michael Jordan	1963	\N	actor,soundtrack	tt0317313,tt0124718,tt0117705,tt0149413
nm0003045	Brian Ash	1974	\N	producer,writer,miscellaneous	tt0309986,tt0169986,tt0233142,tt1608383
nm0003046	Andrew Parke	\N	\N	camera_department,cinematographer,actor	tt0826756,tt0267804,tt0116629,tt0120685
nm0003047	Marc Simard	\N	\N	art_department,production_manager,camera_department	tt0209322,tt0168631,tt0368794,tt0282552
nm0003048	Suze Randall	1946	\N	director,producer,actress	tt0230836,tt0087726,tt0125315,tt0128631
nm0003049	Peter Thomas	1925	\N	composer,music_department,soundtrack	tt0332047,tt0270288,tt0053829,tt0057035
nm0003050	Gerhard Schedel	1955	\N	composer,visual_effects,art_department	tt0094684,tt0215824,tt0314226,tt0329502
nm0003051	Richard E. Doherty	1965	\N	director,actor,sound_department	tt6641598,tt0187747,tt0219191,tt0331577
nm0003052	Filippo Fassetta	\N	\N	assistant_director,miscellaneous	tt0134119,tt0875034,tt2395427,tt1161864
nm0003053	Beauchamp Fontaine	1965	\N	set_decorator,production_designer,art_department	tt1670345,tt1663202,tt1386697,tt0397101
nm0003054	Ben Howard	\N	\N	assistant_director,miscellaneous,actor	tt0974015,tt3183660,tt1454468,tt2278388
nm0003055	Sherard Jayasuriya	1966	\N	assistant_director,art_department,actor	tt0120804,tt0112495,tt0114846,tt0242888
nm0003056	Stacey Kalkowski	\N	\N	assistant_director,miscellaneous	tt0119153,tt1083456,tt0167145,tt0197072
nm0003057	Keith Putnam	1978	\N	camera_department,editor,cinematographer	tt6692994,tt1800741,tt3501074,tt1615147
nm0003058	Elizabeth Shelton	\N	\N	costume_department,costume_designer	tt0480249,tt0368891,tt0465624,tt4154756
nm0003059	Joe Zimmerman	1963	\N	miscellaneous,actor,stunts	tt0800038,tt0107290,tt0109254,tt0211323
nm0003060	Mason Alan Dinehart	1936	\N	actor	tt0051740,tt0042542,tt0230702,tt0047750
nm0003061	Alan Dinehart	1918	1992	actor,miscellaneous,producer	tt0057730,tt0076983,tt0045400,tt0063925
nm0003062	Alan Dinehart	1889	1944	actor,director,producer	tt0025330,tt0024786,tt0024631,tt0027083
nm0003063	David Tarleton	1971	\N	producer,director,editor	tt10408972,tt0181486,tt2906890,tt0181576
nm0003064	Lew Brown	1925	2014	actor	tt0047736,tt0065112,tt0065377,tt0058796
nm0003065	Steven T Puri	\N	\N	visual_effects,miscellaneous,producer	tt0106697,tt0116629,tt0114369,tt0120685
nm0003066	Gregg Vance	\N	\N	actor,producer,director	tt5363178,tt5866856,tt0112112,tt1260911
nm0003067	Sebastian Roché	1964	\N	actor,writer	tt0442933,tt1740299,tt0365907,tt3655448
nm0003068	Ron Rapiel	\N	\N	assistant_director,producer,miscellaneous	tt1856010,tt1837492,tt2788432,tt1759761
nm0003069	James DuMont	1965	\N	actor,producer	tt0369610,tt0257076,tt0790636,tt1860357
nm0003070	Michael R. Joyce	\N	\N	producer,production_manager,assistant_director	tt0105217,tt0110678,tt0314979,tt0089370
nm0003071	John Michael Weatherly	1980	\N	actor	tt0968264,tt2281375,tt4172154,tt0210945
nm0003072	Byron A. Martin	1963	\N	producer,production_manager,location_management	tt0418819,tt0120903,tt0296572,tt1220634
nm0003073	Arno	1949	\N	soundtrack,composer,actor	tt3456414,tt0214520,tt0953318,tt0114577
nm0003074	Brian McNulty	\N	\N	producer,production_manager,miscellaneous	tt0107206,tt0114069,tt0118571,tt0177971
nm0003075	Casey Brown	1956	\N	producer,miscellaneous,actress	tt1458175,tt1648208,tt0087781,tt0185014
nm0003076	Peter Weyrauch	\N	\N	camera_department,cinematographer,producer	tt0181447,tt0113659,tt0303758,tt0219531
nm0003077	Jess Bowers	\N	\N	music_department,editor	tt0400801,tt0419326,tt0192551
nm0003078	Roger Cross	1969	\N	actor	tt1954347,tt3450958,tt0970416,tt0296572
nm0003079	Laura J. DeRosa	\N	\N	art_department,miscellaneous	tt0166924,tt0181852,tt0242423,tt0284490
nm0003080	Rachel Talalay	1958	\N	director,producer,miscellaneous	tt0114614,tt0101917,tt1475582,tt0099329
nm0003081	Doug Metzger	\N	\N	assistant_director,producer,stunts	tt0099348,tt0185014,tt0317740,tt0362120
nm0003082	Bailey Chase	1972	\N	actor	tt0830900,tt2975590,tt1836037,tt5345490
nm0003083	Richard Potter	\N	\N	producer,writer,production_manager	tt0114194,tt0119675,tt0117571,tt0120082
nm0003084	Gregor Narholz	1971	\N	soundtrack,composer,music_department	tt0780607,tt0362225,tt0221465,tt0345950
nm0003085	Alan Roberts	\N	2016	editor,producer,director	tt0076944,tt0147479,tt0226429,tt4746512
nm0003086	Kristen Couchot	\N	\N	costume_designer,costume_department,actress	tt0219756,tt0309986,tt0180093,tt0203536
nm0003087	Simon Downes	\N	\N	assistant_director,miscellaneous,animation_department	tt0372784,tt2527336,tt1509767,tt4154796
nm0003088	Chris Noonan	1952	\N	writer,director,producer	tt0177579,tt0482546,tt0081559,tt0112431
nm0003089	Carlos Ebert	1946	\N	cinematographer,camera_department,director	tt0145433,tt0409586,tt2332140,tt2915780
nm0003090	Graham Shirley	\N	\N	miscellaneous,director,writer	tt0219981,tt0219639,tt0220115,tt0219867
nm0003091	Molly Allen	\N	\N	location_management,producer,production_manager	tt0259711,tt0371746,tt0427309,tt2883512
nm0003092	Michael Gaspar	\N	\N	special_effects,stunts,miscellaneous	tt0317740,tt0478970,tt0114898,tt1355644
nm0003093	Stuart McDonald	1970	\N	sound_department	tt0257548,tt1342404,tt1628033
nm0003094	Martin Faltýn	1957	\N	actor,assistant_director,director	tt0086163,tt0104643,tt0150550,tt0498353
nm0003095	Michael Yaroshevsky	1969	\N	producer,director,writer	tt6969764,tt1322293,tt0758429,tt0330765
nm0003096	Jennifer Harris	1992	\N	actress	tt0211423,tt0377263,tt0220114
nm0003097	Jonathan Price	\N	\N	composer,music_department,soundtrack	tt5325604,tt0429305,tt7375304,tt6255230
nm0003098	Susanne Schiebler	1979	\N	editor,visual_effects,editorial_department	tt1517826,tt0297325,tt0119849,tt3543084
nm0003099	Jan Richter-Friis	\N	\N	cinematographer,camera_department,miscellaneous	tt0112453,tt1851040,tt0220261,tt1074206
nm0003100	Guy Bodart	\N	\N	director,producer,writer	tt0206555,tt0219641,tt0220139,tt3228450
nm0003101	Tom Brown	1962	\N	production_designer,art_director,art_department	tt0096446,tt1365519,tt1340800,tt0120815
nm0003102	Job ter Burg	1972	\N	editor,editorial_department,actor	tt0389557,tt3716530,tt1895315,tt1418760
nm0003103	Nicolas Debot	1973	\N	director,actor,producer	tt5865370,tt0217873,tt0381159,tt3708326
nm0003104	Fabian	1943	\N	actor,soundtrack,producer	tt0062365,tt0061014,tt0061075,tt0056197
nm0003105	Richard Gironi	1976	\N	assistant_director,miscellaneous,actor	tt0283027,tt0221928,tt0190374,tt0134033
nm0003106	Lin MacDonald	\N	\N	set_decorator,art_department	tt2660888,tt0343818,tt1104001,tt1964418
nm0003107	Bethan Mowat	\N	\N	assistant_director	tt1411250,tt0366627,tt0945513,tt1877832
nm0003108	B. Scott O'Malley	1970	\N	script_department,miscellaneous,writer	tt1033468,tt0118739,tt0107216,tt0097627
nm0003109	Edward Peghin	1966	\N	producer,director,writer	tt0220047,tt0150377,tt0406402,tt0118956
nm0003110	Cesar Romero	1907	1994	actor,soundtrack	tt0057007,tt0054135,tt0039243,tt0060153
nm0003111	Isabelle Stamper	1969	\N	set_decorator,art_department,art_director	tt0221823,tt0163608,tt0315323,tt0246498
nm0003112	Roy Unger	\N	\N	camera_department,cinematographer,assistant_director	tt0259711,tt0164181,tt0120338,tt0114558
nm0003113	Derth Adams	\N	\N	camera_department,cinematographer	tt0437741,tt7939778,tt1697792,tt2930446
nm0003114	Emmy Smith	\N	\N	actress,producer	tt0113097,tt0272950,tt0401448,tt0332286
nm0003115	Christine Lakin	1979	\N	actress,producer,miscellaneous	tt0182576,tt5591136,tt0101205
nm0003116	Anthony C. Ferrante	\N	\N	director,writer,producer	tt2724064,tt0385560,tt5997358,tt10551118
nm0003117	Ken Wheat	1950	\N	writer,producer,director	tt0296572,tt0134847,tt1411250,tt0096769
nm0003118	Riccardo Bertoni	1933	2003	casting_department,actor,casting_director	tt0112864,tt0092493,tt0120685,tt0250797
nm0003119	Steve Cubine	\N	\N	producer,production_manager,casting_department	tt3261668,tt1473397,tt0407095,tt0204640
nm0003120	Jayson Clute	\N	\N	camera_department	tt0120903,tt0120338,tt0251160,tt0144117
nm0003121	David Quinn	\N	\N	producer,actor	tt0261024,tt0190169,tt0091472,tt1159721
nm0003122	Doyle Smith	\N	\N	camera_department,cinematographer,miscellaneous	tt0107819,tt0104485,tt0114114,tt0167194
nm0003123	Dolores del Rio	1904	1983	actress,soundtrack	tt0019489,tt0026523,tt0036577,tt0022689
nm0003124	Pedro de Cordoba	1881	1950	actor	tt0032245,tt0013750,tt0033405,tt0029284
nm0003125	Katrina Elder	1972	\N	miscellaneous,actress,writer	tt4701182,tt3371366,tt2267998,tt3521126
nm0003126	Dan Appel	\N	\N	producer,director,art_department	tt5759314,tt2375230,tt7435402,tt7561900
nm0003127	Ken Pisani	1964	\N	producer,writer,director	tt1552113,tt3377500,tt4789496,tt3973866
nm0003128	David Jablin	\N	\N	producer,director,writer	tt0380923,tt0107896,tt0186336,tt0087979
nm0003129	John J. Condne III	\N	\N	producer,actor,editorial_department	tt0270349,tt1577103,tt1377603,tt1285260
nm0003130	Bernie Abramson	1923	2010	camera_department,cinematographer,miscellaneous	tt0071053,tt0094138,tt0337626,tt0366711
nm0003131	Jon Kroll	\N	\N	producer,writer,director	tt0117021,tt0112339,tt0285335,tt0433308
nm0003132	Andre Morgan	\N	\N	producer,actor,miscellaneous	tt0913968,tt0077594,tt0082136
nm0003133	Jean-Christophe Bouvet	1947	\N	actor,writer,assistant_director	tt0295721,tt0422720,tt0183869,tt0804540
nm0003134	Gregory Poppen	1963	\N	writer,producer,director	tt6360492,tt2232446,tt6045844,tt6316786
nm0003135	Victoria Barkoff	\N	\N	actress	tt0425210,tt0190884,tt0120613,tt0120500
nm0003136	Matthew Williams	\N	\N	cinematographer,camera_department,assistant_director	tt1160313,tt5195114,tt0825225,tt1235836
nm0003137	Daniel J. Lester	\N	\N	costume_department,costume_designer	tt0298814,tt0120177,tt1790885,tt1413492
nm0003138	Nicholas Josef von Sternberg	1951	\N	cinematographer,camera_department	tt0087523,tt0116584,tt0117716,tt0109545
nm0003139	Ingo Frenzel	1966	\N	composer,music_department,soundtrack	tt1817209,tt1361825,tt6847874,tt2101473
nm0003140	David Klein	1972	\N	cinematographer,camera_department,actor	tt0118842,tt1385867,tt0873886,tt0109445
nm0003141	Alan Bennett	1934	\N	writer,actor,producer	tt0089838,tt0464049,tt3722070,tt0110428
nm0003142	Peter Menne	1960	\N	production_designer,art_department,art_director	tt0342272,tt0424992,tt1234554,tt0152015
nm0003143	Laura Rosow	\N	\N	editor,editorial_department,actress	tt0383572,tt0102453,tt0110153,tt0115270
nm0003144	Walter Coblenz	\N	\N	miscellaneous,production_manager,producer	tt0069806,tt0119695,tt0082648,tt0074119
nm0003145	Paul Barry	\N	\N	assistant_director,producer,director	tt5463162,tt6628394,tt6806448,tt0343818
nm0003146	Adam Bernardi	1957	\N	editor,editorial_department,producer	tt0093748,tt0091042,tt0104694,tt0093936
nm0003147	Andrew Deskin	\N	\N	production_designer,art_department,art_director	tt0468965,tt0087553,tt0109823,tt0116337
nm0003148	Amy E. Duddleston	1965	\N	editor,editorial_department,transportation_department	tt0773262,tt0298408,tt0974554,tt1898069
nm0003149	Scott Andrew Hutchins	1976	\N	director,actor,writer	tt0166600,tt0369077,tt0365591,tt0145421
nm0003150	Michael Katleman	1960	\N	producer,director,assistant_director	tt2402207,tt3250026,tt0772193,tt0787490
nm0003151	Melissa Kent	\N	\N	editor,editorial_department,director	tt0159097,tt0800325,tt0369436,tt1655441
nm0003152	Sean McGinly	\N	\N	writer,director,producer	tt0120224,tt0188256,tt0460810,tt7212992
nm0003153	Randy Moore	\N	\N	art_director,art_department,actor	tt0848228,tt1046173,tt0421715,tt0094761
nm0003154	Juan Carlos Negrete	\N	\N	editor	tt0765835,tt0204621,tt0196480,tt0169742
nm0003155	J. Robinson Wheeler	1970	\N	sound_department,art_department,camera_department	tt0159461,tt3602746,tt0220605,tt0159232
nm0003156	C.J. Young	\N	\N	cinematographer,director,writer	tt0191782,tt0220321,tt0220771
nm0003157	E Kurt Zimmerman	1977	\N	director,writer,producer	tt0212962,tt0216581,tt0216227,tt0213095
nm0003158	Joseph Tartaglia	1968	\N	director,actor,writer	tt1338629,tt0158130
nm0003159	Luciano Fineschi	1925	2006	actor,composer,music_department	tt0138609,tt0153615,tt0153511,tt0146268
nm0003160	Christopher McQuarrie	1968	\N	writer,producer,director	tt0114814,tt4912910,tt1631867,tt2345759
nm0003161	Sara Barrett	1973	\N	actress,producer,soundtrack	tt0169299,tt0094574,tt0413573,tt0219477
nm0003162	Marc Summers	1951	\N	producer,actor,writer	tt5649144,tt0965985,tt1735572,tt1504353
nm0003163	Tucker Gates	\N	\N	director,producer,miscellaneous	tt0285333,tt1075747,tt1796960,tt1137462
nm0003164	John Brownlow	\N	\N	producer,writer,director	tt0185055,tt6889090,tt0487947,tt1272881
nm0003165	Corrado Farina	1939	2016	director,writer,actor	tt4370836,tt6539904,tt0067178,tt0069753
nm0003166	Kevin Williams	\N	\N	director,writer,producer	tt8316992,tt0172182,tt8316840,tt6015410
nm0003167	Jace Alexander	1964	\N	director,producer,actor	tt0112697,tt1132290,tt0092493,tt0095082
nm0003168	Jay Fortune	1955	\N	camera_department	tt1483013,tt1291150,tt0137494,tt1234721
nm0003169	Jordan Foster	1964	\N	actor	tt0112628,tt0204582,tt0057731,tt0123238
nm0003170	Georg Haentzschel	1907	1992	composer,music_department,actor	tt0028973,tt0036191,tt0312475,tt0033345
nm0003171	Peter Wunstorf	1959	\N	cinematographer,camera_department,director	tt3606888,tt0388795,tt1637727
nm0003172	Arron Wayne Cull	\N	\N	actor	tt1822469,tt0108774,tt0907831,tt0088580
nm0003173	Jonathan Block	\N	\N	visual_effects,animation_department,miscellaneous	tt5519340,tt0319262,tt0343818,tt0990407
nm0003174	Darren Brisker	\N	\N	sound_department	tt2023453,tt0165929,tt1196141,tt1259571
nm0003175	Bob Greene	\N	\N	camera_department	tt0117496,tt0499603,tt0079817,tt0164212
nm0003176	Michel Parry	1947	2014	writer,director	tt0076853,tt0086610,tt2315368,tt0094512
nm0003177	Maxime Laboy	1963	\N	editorial_department,sound_department	tt0221017,tt0202835,tt0221599,tt0113872
nm0003178	Andy Picheta	\N	\N	producer,production_manager,location_management	tt0175790,tt0308213,tt0066684,tt0173714
nm0003179	Jon Kull	\N	\N	music_department,soundtrack,composer	tt3850590,tt3183660,tt0343818,tt0499549
nm0003180	David S. Cass Sr.	\N	\N	actor,stunts,director	tt2195666,tt0084827,tt0096244,tt2078672
nm0003181	Thomas G. Philpott	\N	\N	producer,editorial_department,miscellaneous	tt0338159,tt0158671,tt0138581,tt0221297
nm0003182	Athena Massey	1967	\N	actress,producer	tt0295203,tt0252338,tt0117218,tt0112762
nm0003183	Richard Sharkey	\N	\N	producer,location_management,production_manager	tt5743796,tt0167260,tt2189461,tt0472027
nm0003184	Pat Sito	\N	\N	animation_department,art_department,visual_effects	tt0114148,tt0831387,tt2015381,tt0892769
nm0003185	Eric Kaye	1970	\N	composer,music_department,actor	tt0150142,tt4405736,tt2065898,tt3743384
nm0003186	Jordan Alan	1967	\N	director,writer,producer	tt1731702,tt0105562,tt0183113,tt0468534
nm0003187	Ryan Chan	\N	\N	editorial_department,editor,producer	tt3289724,tt2222206,tt1907668,tt0338348
nm0003188	Natasha Gjurokovic	\N	\N	editor,editorial_department	tt6503244,tt4688366,tt7861612,tt4145054
nm0003189	Morgan Lewington	\N	\N	assistant_director,transportation_department,miscellaneous	tt0428390,tt0419843,tt0247419,tt0182587
nm0003190	Mark Neale	\N	\N	editorial_department,editor	tt1440292,tt4532826,tt5715874,tt1905041
nm0003191	Danny Rafic	\N	\N	editor,editorial_department,visual_effects	tt0848228,tt3014866,tt1046173,tt0120667
nm0003192	Sandy Struth	\N	\N	set_decorator	tt0162065,tt0120784,tt0118749,tt1870479
nm0003193	Harry Davenport	1866	1949	actor,director,soundtrack	tt0031381,tt0031455,tt0041955,tt0032484
nm0003194	Bridgett Baron	\N	\N	miscellaneous,actress,transportation_department	tt0493464,tt0091042,tt0120768,tt0259288
nm0003195	John Rogers	\N	\N	production_manager,editor,actor	tt0058182,tt0118799,tt0117609,tt0119778
nm0003196	Ueli Christen	1962	\N	editor,sound_department,assistant_director	tt1063669,tt5760392,tt3522806,tt1692504
nm0003197	Chris Gilmer	\N	\N	miscellaneous,assistant_director,producer	tt0176269,tt0110074,tt0109686,tt0112818
nm0003198	Jerome Bixby	1923	1998	writer,art_department,composer	tt0060397,tt0086491,tt0756683,tt0060028
nm0003199	Leon Fromkess	1901	1977	producer,production_manager,miscellaneous	tt0039106,tt0034538,tt0037638,tt0036879
nm0003200	Andrea King	\N	\N	writer,miscellaneous,producer	tt6215212,tt0897394,tt0983194,tt1400516
nm0003201	Tim Sullivan	1958	\N	director,writer,miscellaneous	tt0113448,tt0098765,tt0892318,tt0424095
nm0003202	David G. Russell	1968	\N	music_department,composer	tt2381111,tt2930604,tt0458290,tt0413300
nm0003203	Mel Welles	1924	2005	actor,miscellaneous,director	tt0349903,tt0077778,tt0054033,tt0050147
nm0003204	Ernst Ritter von Theumer	1926	\N	producer,director,writer	tt0256444,tt0091193,tt0087523,tt0069784
nm0003205	Steve Gainer	1962	\N	cinematographer,camera_department,director	tt6546758,tt6509214,tt1512235,tt0246578
nm0003206	Clay Westervelt	1973	\N	cinematographer,producer,camera_department	tt2898306,tt1453253,tt5178264,tt2276000
nm0003207	Greg C. Jensen	1945	\N	special_effects,art_department	tt0107050,tt0083929,tt0277296,tt0111257
nm0003208	Alessandro Jacchia	\N	\N	producer,writer	tt0178132,tt1379579,tt1245689,tt1666143
nm0003209	Martin Kunert	\N	\N	producer,writer,director	tt0126253,tt0115813,tt0221741,tt0275130
nm0003210	C. Ernst Harth	1970	\N	actor,producer,soundtrack	tt8552934,tt0137204,tt0331632,tt8001346
